,fips_code,county,total_2008,total_2012,total_2016
0,26041,Delta County,19064,18043,18467
1,48295,Lipscomb County,1256,1168,1322
2,1127,Walker County,28652,28497,29243
3,48389,Reeves County,3077,2867,3184
4,56017,Hot Springs County,2546,2495,2535
5,20043,Doniphan County,3564,3369,3366
6,37183,Wake County,442245,526805,510940
7,37147,Pitt County,74884,76814,78264
8,48497,Wise County,20639,20692,24661
9,21207,Russell County,7475,7907,8171
10,5053,Grant County,6793,6478,6855
11,31147,Richardson County,3968,3680,3666
12,47123,Monroe County,16777,16320,17050
13,36059,Nassau County,635618,460824,599649
14,1011,Bullock County,5415,5318,4701
15,42057,Fulton County,6306,6148,6743
16,20031,Coffey County,4232,3839,3962
17,31151,Saline County,5251,4832,4795
18,31035,Clay County,3033,2916,2973
19,28033,DeSoto County,64323,64026,64022
20,22061,Lincoln Parish,19179,18974,18664
21,40129,Roger Mills County,1789,1674,1758
22,22057,Lafourche Parish,37893,38725,41644
23,40135,Sequoyah County,13920,13766,14437
24,51153,Prince William County,162446,179648,144854
25,23031,York County,109161,107627,113962
26,23015,Lincoln County,21584,20668,21432
27,47025,Claiborne County,10420,10178,10706
28,29063,DeKalb County,4683,4350,4590
29,42045,Delaware County,297004,272853,284832
30,12119,Sumter County,48868,60471,76649
31,36055,Monroe County,356424,308925,320164
32,18045,Fountain County,7410,7103,7474
33,39063,Hancock County,36981,34940,35216
34,34009,Cape May County,50835,47243,48375
35,28047,Harrison County,61957,61602,62076
36,5141,Van Buren County,6703,6421,7111
37,48343,Morris County,5248,5129,4964
38,30073,Pondera County,2885,2704,2692
39,47181,Wayne County,5527,5484,5842
40,48153,Floyd County,2521,2085,1958
41,46119,Sully County,833,816,861
42,19097,Jackson County,9955,10166,10204
43,28087,Lowndes County,27465,24674,25139
44,17155,Putnam County,3337,3132,3076
45,45073,Oconee County,31132,30613,33530
46,36101,Steuben County,41911,35659,38373
47,37143,Perquimans County,6501,6621,6595
48,28035,Forrest County,27184,27789,27284
49,31027,Cedar County,4174,4260,4360
50,13141,Hancock County,4344,4076,3572
51,39091,Logan County,22217,20535,21007
52,39059,Guernsey County,17325,16403,16156
53,48297,Live Oak County,4176,4108,4267
54,47151,Scott County,6783,6668,7123
55,30027,Fergus County,6232,6044,5782
56,35021,Harding County,626,600,527
57,23027,Waldo County,21850,20976,22630
58,49007,Carbon County,7777,7231,7654
59,20053,Ellsworth County,2938,2677,2626
60,27113,Pennington County,6822,6493,6671
61,27159,Wadena County,7169,6772,6894
62,18131,Pulaski County,5964,5399,5437
63,38041,Hettinger County,1348,1351,1261
64,28003,Alcorn County,15182,14682,14781
65,19143,Osceola County,3127,3179,3197
66,50009,Essex County,3101,2769,2706
67,1015,Calhoun County,49242,46240,47376
68,13253,Seminole County,3996,3765,3577
69,6105,Trinity County,6374,5030,4716
70,17181,Union County,9116,8274,8514
71,31055,Douglas County,226701,210501,219531
72,51670,Hopewell City,9524,9011,8968
73,20095,Kingman County,3664,3199,3281
74,21209,Scott County,19730,20565,24159
75,48467,Van Zandt County,20395,19081,21689
76,31177,Washington County,10320,10121,10584
77,29199,Scotland County,2098,1936,1968
78,47027,Clay County,2994,2820,2919
79,55111,Sauk County,30626,31832,33848
80,48045,Briscoe County,830,700,734
81,45007,Anderson County,73787,71901,80296
82,48125,Dickens County,972,1019,909
83,19173,Taylor County,3026,2978,3003
84,37193,Wilkes County,29724,28852,30844
85,27081,Lincoln County,3126,3113,3002
86,48369,Parmer County,3713,2545,2818
87,1005,Barbour County,11630,11459,10390
88,42125,Washington County,98047,90078,96945
89,51035,Carroll County,12579,12315,13587
90,47033,Crockett County,6037,5497,5386
91,39021,Champaign County,18887,20016,17597
92,36049,Lewis County,11138,9481,10312
93,29143,New Madrid County,8092,7250,7352
94,51135,Nottoway County,6988,6844,6717
95,26089,Leelanau County,14464,14164,14757
96,48275,Knox County,1368,1510,1358
97,51073,Gloucester County,19222,19246,19524
98,35051,Sierra County,5485,5101,5129
99,6069,San Benito County,19705,14972,11758
100,41051,Multnomah County,364710,344614,357762
101,51610,Falls Church City,6750,7244,7667
102,48195,Hansford County,2102,1960,1947
103,13025,Brantley County,6277,6001,6285
104,27079,Le Sueur County,15009,14730,14867
105,36061,New York County,667594,496293,591368
106,18073,Jasper County,12875,12891,13331
107,21183,Ohio County,9938,9646,10398
108,21081,Grant County,8754,8606,9551
109,5025,Cleveland County,3505,3266,3299
110,27055,Houston County,10883,10422,10515
111,37129,New Hanover County,100665,102067,108737
112,26013,Baraga County,3644,3490,3486
113,48189,Hale County,9943,8765,8802
114,20171,Scott County,2179,2019,2159
115,48211,Hemphill County,1570,1509,1687
116,15007,Kauai County,27224,25369,26335
117,54047,McDowell County,6430,6136,6179
118,22043,Grant Parish,8558,8666,8819
119,39143,Sandusky County,30373,28192,27491
120,48465,Val Verde County,12820,12040,13476
121,48279,Lamb County,4525,4089,3905
122,37041,Chowan County,7512,7424,7108
123,38085,Sioux County,1378,1138,1177
124,39115,Morgan County,6608,6042,6290
125,1057,Fayette County,7957,7912,8196
126,22017,Caddo Parish,108660,111516,105737
127,13191,McIntosh County,6229,6333,5893
128,51109,Louisa County,15353,16404,17507
129,46121,Todd County,2828,2497,2125
130,31085,Hayes County,553,535,510
131,55113,Sawyer County,9085,9003,7767
132,6083,Santa Barbara County,174912,147249,139366
133,51820,Waynesboro City,8860,8772,9114
134,28049,Hinds County,108902,97639,91536
135,44003,Kent County,83678,77247,79691
136,21229,Washington County,5275,5218,5621
137,37065,Edgecombe County,25930,26826,24653
138,27029,Clearwater County,4261,4183,4225
139,17061,Greene County,5807,5614,5542
140,21029,Bullitt County,30726,31775,36036
141,51071,Giles County,7795,7544,8196
142,20083,Hodgeman County,1096,1050,1006
143,20045,Douglas County,53398,46283,48231
144,40097,Mayes County,15983,14456,15712
145,22105,Tangipahoa Parish,48602,50090,52381
146,36013,Chautauqua County,58802,48434,49381
147,25007,Dukes County,10553,10914,11434
148,20127,Morris County,2841,2526,2568
149,48141,El Paso County,185233,171053,210458
150,30025,Fallon County,1432,1399,1474
151,55019,Clark County,14187,13740,13548
152,19165,Shelby County,6453,6456,6270
153,13103,Effingham County,20316,20779,23395
154,55011,Buffalo County,7000,7008,6921
155,31051,Dixon County,2794,2666,2744
156,41023,Grant County,3909,3778,4171
157,24033,Prince George's County,374026,352292,351091
158,29219,Warren County,15576,14676,15766
159,36051,Livingston County,30149,24606,31363
160,48391,Refugio County,3261,2673,2945
161,22013,Bienville Parish,7430,7203,7005
162,22023,Cameron Parish,3793,3744,3692
163,17045,Edgar County,8255,7810,7783
164,21047,Christian County,22778,21953,22069
165,13193,Macon County,4981,4781,4287
166,1003,Baldwin County,81413,84988,94090
167,38105,Williams County,9373,9600,12529
168,19105,Jones County,10004,10371,10011
169,22095,Saint John the Baptist Parish,21656,21122,20740
170,32031,Washoe County,179175,186917,209282
171,20187,Stanton County,827,713,742
172,18139,Rush County,7629,7026,7214
173,29037,Cass County,50179,48913,50715
174,38057,Mercer County,4397,4394,4564
175,55035,Eau Claire County,55010,54595,54080
176,29079,Grundy County,4740,4374,4413
177,47077,Henderson County,10834,10051,10172
178,35029,Luna County,8340,7472,7245
179,47173,Union County,6399,5820,6204
180,48005,Angelina County,29153,28403,29870
181,46061,Hanson County,2431,2416,2006
182,48271,Kinney County,1551,1425,1424
183,39031,Coshocton County,16863,15555,14961
184,40043,Dewey County,2203,2070,2246
185,6065,Riverside County,647299,589721,517200
186,30109,Wibaux County,561,544,533
187,48325,Medina County,15737,15948,17187
188,9005,Litchfield County,98966,92404,97434
189,20039,Decatur County,1548,1533,1460
190,13015,Bartow County,36093,35738,39263
191,8051,Gunnison County,8870,7912,9299
192,30045,Judith Basin County,1236,1212,1189
193,17099,La Salle County,50185,47146,48447
194,40103,Noble County,5055,4626,4870
195,53001,Adams County,4858,4707,4081
196,19109,Kossuth County,9097,8833,8505
197,51001,Accomack County,15623,16020,15755
198,19075,Grundy County,6828,6890,6766
199,23005,Cumberland County,164151,166895,171249
200,37099,Jackson County,16866,16556,18004
201,39119,Muskingum County,39071,35954,36217
202,17177,Stephenson County,21605,17029,19525
203,8053,Hinsdale County,599,598,589
204,40093,Major County,3471,3146,3399
205,48171,Gillespie County,12338,12535,13123
206,6061,Placer County,173107,126325,105157
207,27153,Todd County,12257,11762,11944
208,39041,Delaware County,92416,96330,100101
209,16071,Oneida County,2162,2089,2068
210,21035,Calloway County,15404,15064,16039
211,12013,Calhoun County,6244,6152,6067
212,36009,Cattaraugus County,32617,27608,28961
213,18069,Huntington County,16328,15753,15974
214,39099,Mahoning County,127032,117571,112827
215,48059,Callahan County,5716,5195,5556
216,47165,Sumner County,67228,65334,71080
217,46109,Roberts County,4536,4256,3886
218,17185,Wabash County,5782,5127,5402
219,20121,Miami County,15377,14642,14712
220,27147,Steele County,19656,19034,19040
221,51063,Floyd County,7516,7626,7972
222,16027,Canyon County,64246,66090,72007
223,45041,Florence County,58373,57877,57770
224,29073,Gasconade County,7771,7134,7444
225,16013,Blaine County,10571,10194,10723
226,31141,Platte County,13420,13249,14047
227,42027,Centre County,75763,68801,75394
228,13123,Gilmer County,11149,11008,12713
229,12039,Gadsden County,22510,22495,22079
230,48175,Goliad County,3655,3452,3713
231,5143,Washington County,68380,70231,78153
232,41019,Douglas County,52937,49062,51350
233,19179,Wapello County,15931,15630,14996
234,29151,Osage County,7079,6918,7078
235,28009,Benton County,4638,4080,3996
236,48179,Gray County,8133,7373,7360
237,13009,Baldwin County,16537,16214,16075
238,13023,Bleckley County,5071,4903,4934
239,47071,Hardin County,10035,10495,9949
240,32023,Nye County,17268,17522,19592
241,39057,Greene County,83589,81075,79633
242,47081,Hickman County,8498,7595,7762
243,48473,Waller County,15508,15699,16715
244,55117,Sheboygan County,62107,63272,58290
245,8015,Chaffee County,9920,10217,10999
246,21161,Mason County,7121,6879,7212
247,41039,Lane County,182910,166176,181072
248,13003,Atkinson County,2904,2902,2604
249,9013,Tolland County,75501,70780,77069
250,40045,Ellis County,1909,1801,1826
251,13053,Chattahoochee County,1642,1483,1384
252,22085,Sabine Parish,9652,10050,9785
253,55099,Price County,8194,7870,7560
254,20175,Seward County,5336,4955,4743
255,28141,Tishomingo County,8419,7850,8310
256,18083,Knox County,16424,15145,15483
257,37011,Avery County,7943,7657,8060
258,22015,Bossier Parish,45835,48559,49818
259,39085,Lake County,121335,114264,112790
260,5069,Jefferson County,29689,27364,25683
261,30035,Glacier County,4970,4287,4969
262,31143,Polk County,2543,2446,2538
263,55093,Pierce County,22107,20920,21089
264,51057,Essex County,5364,5666,5354
265,48051,Burleson County,6665,6455,6945
266,13221,Oglethorpe County,6447,6258,6650
267,5031,Craighead County,30968,31207,34968
268,21041,Carroll County,3835,3680,3851
269,13273,Terrell County,4416,4398,4179
270,42011,Berks County,180000,163253,175934
271,18013,Brown County,8055,7590,7908
272,38077,Richland County,7563,7549,7460
273,42017,Bucks County,332924,319407,342572
274,16015,Boise County,3773,3345,3812
275,36111,Ulster County,89149,72193,77134
276,29095,Jackson County,339266,306854,294063
277,49055,Wayne County,1314,1323,1410
278,20165,Rush County,1781,1549,1474
279,41061,Union County,12594,11905,12465
280,29186,Sainte Genevieve County,8825,8070,8459
281,30101,Toole County,2121,2102,2018
282,37157,Rockingham County,41612,41549,41374
283,5137,Stone County,5324,5351,5527
284,39123,Ottawa County,23069,21936,21742
285,29081,Harrison County,3915,3695,3682
286,27173,Yellow Medicine County,5569,5397,5253
287,5041,Desha County,4678,4240,4226
288,27023,Chippewa County,6356,6176,6182
289,47095,Lake County,2238,2087,1970
290,22025,Catahoula Parish,5225,4193,4856
291,48021,Bastrop County,25918,24457,28250
292,39161,Van Wert County,14652,13586,13584
293,12123,Taylor County,9366,9117,9279
294,13133,Greene County,7919,8313,8831
295,56013,Fremont County,17592,16817,16543
296,36113,Warren County,32245,26220,27568
297,19049,Dallas County,32640,37799,37617
298,8111,San Juan County,496,506,506
299,53007,Chelan County,31958,30952,21038
300,51093,Isle of Wight County,19997,20772,20481
301,18105,Monroe County,63215,40200,57623
302,51077,Grayson County,7220,7146,7258
303,48429,Stephens County,3526,3407,3453
304,8007,Archuleta County,6625,6646,7290
305,8001,Adams County,160499,161495,175125
306,26001,Alcona County,6420,6086,6179
307,37119,Mecklenburg County,410817,445062,461834
308,21165,Menifee County,2489,2598,2779
309,54083,Randolph County,10831,9727,10816
310,48411,San Saba County,2457,2256,2354
311,54077,Preston County,11794,11089,12611
312,1039,Covington County,15787,15415,15818
313,15001,Hawaii County,66916,62653,64865
314,5061,Howard County,4846,4419,4634
315,35023,Hidalgo County,1951,1929,1836
316,26151,Sanilac County,20169,18359,19243
317,46031,Corson County,1406,1199,1175
318,42121,Venango County,23307,20775,22096
319,39163,Vinton County,5646,5352,5393
320,13241,Rabun County,7599,7438,7949
321,48337,Montague County,7950,7737,8604
322,13281,Towns County,5739,6159,6726
323,19021,Buena Vista County,8418,8322,8179
324,29169,Pulaski County,15000,13571,13443
325,5057,Hempstead County,7349,6919,6984
326,27067,Kandiyohi County,21895,21403,21648
327,39027,Clinton County,19305,17648,18100
328,41031,Jefferson County,8318,7978,8874
329,38089,Stark County,11070,11539,12115
330,54017,Doddridge County,3018,2743,2826
331,21127,Lawrence County,5649,5592,6037
332,26047,Emmet County,18149,17672,18774
333,53009,Clallam County,38519,35242,29202
334,45021,Cherokee County,20766,20753,21754
335,27145,Stearns County,78756,78178,78985
336,51570,Colonial Heights City,8849,8593,8427
337,28023,Clarke County,8397,7199,7713
338,24017,Charles County,70126,70167,72480
339,5117,Prairie County,3381,3134,3404
340,48031,Blanco County,4939,4971,5669
341,21169,Metcalfe County,4199,4184,4616
342,36091,Saratoga County,111387,97502,104089
343,17015,Carroll County,7674,7370,7354
344,42065,Jefferson County,18802,17072,18551
345,28015,Carroll County,5965,5968,5470
346,12019,Clay County,94577,96549,106363
347,12115,Sarasota County,207353,207434,228509
348,12071,Lee County,269276,266034,325797
349,29205,Shelby County,3316,3232,3252
350,51099,King George County,10474,11287,11967
351,5023,Cleburne County,11338,11643,11968
352,27011,Big Stone County,2990,2783,2729
353,5079,Lincoln County,4406,3725,3814
354,21225,Union County,6034,5975,6209
355,37033,Caswell County,10862,10736,10515
356,42035,Clinton County,14791,12663,14839
357,31031,Cherry County,3059,3052,3082
358,6021,Glenn County,9879,9142,5440
359,56033,Sheridan County,14981,14225,14187
360,31003,Antelope County,3185,3209,3220
361,20109,Logan County,1440,1302,1348
362,21227,Warren County,44145,43889,48416
363,16059,Lemhi County,4105,4109,4068
364,29141,Morgan County,9149,8688,8815
365,47091,Johnson County,6591,6194,6556
366,13081,Crisp County,7550,7386,7500
367,16031,Cassia County,7842,8387,8178
368,38083,Sheridan County,803,808,774
369,17087,Johnson County,5901,5666,6017
370,9007,Middlesex County,87252,83447,88402
371,12069,Lake County,146926,150796,169898
372,35037,Quay County,3996,3696,3550
373,48129,Donley County,1690,1533,1460
374,5059,Hot Spring County,11955,11239,11815
375,1105,Perry County,6159,6065,5255
376,47187,Williamson County,93646,93606,104700
377,32021,Mineral County,2273,2035,1997
378,47073,Hawkins County,21040,19789,20694
379,18175,Washington County,11305,10725,11333
380,51013,Arlington County,110153,117279,119344
381,37103,Jones County,5227,5192,5039
382,8081,Moffat County,5871,6042,6510
383,51121,Montgomery County,40653,40938,42695
384,48483,Wheeler County,2245,2128,2306
385,20033,Comanche County,974,915,857
386,47109,McNairy County,43846,9809,10035
387,26071,Iron County,6162,5987,5910
388,46011,Brookings County,13945,12398,12680
389,18171,Warren County,3998,3798,3919
390,21057,Cumberland County,2797,2853,3061
391,29031,Cape Girardeau County,37355,35672,36875
392,38043,Kidder County,1228,1310,1358
393,4012,La Paz County,5552,4922,4931
394,37007,Anson County,10733,11072,10394
395,48205,Hartley County,1985,1904,1945
396,12095,Orange County,462711,467385,545800
397,21091,Hancock County,4144,4133,4292
398,41035,Klamath County,29399,27530,29240
399,54057,Mineral County,11547,10784,11410
400,22113,Vermilion Parish,24833,24984,25253
401,26113,Missaukee County,7492,7024,7301
402,5037,Cross County,7130,6680,6831
403,9015,Windham County,50844,46634,50703
404,29075,Gentry County,3292,2997,3033
405,28091,Marion County,13010,11041,11443
406,33011,Hillsborough County,203799,202765,210209
407,19145,Page County,7356,7014,6968
408,37135,Orange County,74910,75848,79830
409,47067,Hancock County,2241,2046,2229
410,20011,Bourbon County,6781,6118,5918
411,8085,Montrose County,19153,19054,21070
412,18107,Montgomery County,15285,14349,15101
413,13011,Banks County,6241,6191,6946
414,35025,Lea County,18645,16933,17369
415,54041,Lewis County,6603,6243,6885
416,29065,Dent County,6868,6643,6778
417,28115,Pontotoc County,12868,12348,11811
418,48071,Chambers County,13292,14692,16661
419,37059,Davie County,20368,20418,21350
420,35001,Bernalillo County,285778,264942,269861
421,12035,Flagler County,49031,50589,57413
422,29123,Madison County,5028,4930,5318
423,35041,Roosevelt County,6720,5949,5855
424,48231,Hunt County,29524,27984,31185
425,18095,Madison County,57340,52340,53660
426,48361,Orange County,29406,30502,31761
427,30039,Granite County,1715,1705,1762
428,48035,Bosque County,7646,7336,7797
429,21111,Jefferson County,353892,339500,352778
430,6001,Alameda County,621029,558386,424517
431,40105,Nowata County,4442,4076,4237
432,48169,Garza County,1750,1556,1475
433,20185,Stafford County,2074,1833,1884
434,26025,Calhoun County,64196,58231,58786
435,19051,Davis County,3815,3738,3858
436,29157,Perry County,8647,7987,8732
437,47177,Warren County,14400,13008,13565
438,42003,Allegheny County,651436,614671,643173
439,36073,Orleans County,16584,13756,16722
440,4027,Yuma County,43615,33935,40759
441,28111,Perry County,5664,5686,5432
442,9009,New Haven County,382886,371783,375909
443,35045,San Juan County,46511,45994,45476
444,42127,Wayne County,22835,20966,22365
445,21177,Muhlenberg County,12889,12737,13046
446,49037,San Juan County,5130,5159,3770
447,26037,Clinton County,40381,39125,40564
448,51590,Danville City,20890,20169,18862
449,20067,Grant County,2661,2215,2311
450,12087,Monroe County,40272,39045,42434
451,29035,Carter County,2898,2799,2842
452,5001,Arkansas County,6978,6488,6167
453,40069,Johnston County,3957,3778,4001
454,37107,Lenoir County,26897,27247,25500
455,48209,Hays County,59052,58808,71524
456,4005,Coconino County,54344,46746,44929
457,20143,Ottawa County,3086,2888,2866
458,48437,Swisher County,2535,2265,2190
459,41063,Wallowa County,4465,4152,4177
460,19091,Humboldt County,5122,5124,5033
461,22091,Saint Helena Parish,6184,7093,5964
462,48185,Grimes County,8322,8598,9528
463,40051,Grady County,20715,19598,22257
464,31095,Jefferson County,3697,3416,3430
465,39127,Perry County,15404,14673,14647
466,48233,Hutchinson County,8761,7916,8126
467,13099,Early County,5335,5349,4782
468,16057,Latah County,17714,16759,18146
469,56045,Weston County,3393,3323,3334
470,46053,Gregory County,2247,2151,2091
471,49029,Morgan County,4161,4370,5136
472,22021,Caldwell Parish,4893,4716,4692
473,46017,Buffalo County,619,641,490
474,19133,Monona County,4796,4707,4525
475,16017,Bonner County,19547,18536,16815
476,42095,Northampton County,135587,125883,142775
477,51690,Martinsville City,6520,6277,5873
478,40131,Rogers County,38515,36677,40834
479,55119,Taylor County,9346,9486,9417
480,17145,Perry County,9995,9533,9706
481,27021,Cass County,16307,16080,15885
482,48417,Shackelford County,1505,1363,1502
483,48339,Montgomery County,157847,172820,203083
484,6099,Stanislaus County,161015,143620,109582
485,47013,Campbell County,12628,12097,12504
486,27085,McLeod County,19029,18455,18684
487,30017,Custer County,5452,5336,5145
488,48165,Gaines County,4067,4066,4609
489,35057,Torrance County,6941,6376,6250
490,33007,Coos County,16259,15614,15252
491,47135,Perry County,3000,2621,2855
492,6111,Ventura County,339800,267907,259438
493,40099,Murray County,5338,5146,5525
494,20201,Washington County,2980,2863,2677
495,48245,Jefferson County,88296,88548,87363
496,18057,Hamilton County,129064,136803,153630
497,19041,Clay County,8398,8400,8542
498,47015,Cannon County,5457,4968,5299
499,1049,DeKalb County,24015,23842,26086
500,42067,Juniata County,9711,9480,10402
501,26105,Mason County,15223,14588,14658
502,34003,Bergen County,414733,352023,383965
503,48017,Bailey County,2316,1813,1784
504,17013,Calhoun County,2699,2574,2556
505,40061,Haskell County,4681,4244,4734
506,27015,Brown County,13620,13882,13663
507,45057,Lancaster County,28921,33010,38717
508,21149,McLean County,4422,4200,4565
509,22107,Tensas Parish,3040,2812,2543
510,28113,Pike County,18055,17429,15633
511,25019,Nantucket County,6052,6097,6404
512,13321,Worth County,8370,8410,8266
513,26097,Mackinac County,6396,6097,6088
514,51089,Henry County,25215,24927,24029
515,1009,Blount County,24267,23980,25384
516,13303,Washington County,8863,8796,8422
517,4019,Pima County,393428,351817,360762
518,38025,Dunn County,1644,2002,2199
519,21019,Boyd County,20670,19040,20443
520,8069,Larimer County,166373,161823,193897
521,51037,Charlotte County,6157,5897,5792
522,29117,Livingston County,6552,6054,6408
523,48315,Marion County,4252,4271,4206
524,51101,King William County,8388,8865,9088
525,28077,Lawrence County,7009,6584,6329
526,45077,Pickens County,45128,45422,48871
527,21025,Breathitt County,5030,5008,5728
528,51540,Charlottesville City,20044,21455,22211
529,17189,Washington County,7932,7398,7376
530,29135,Moniteau County,6665,6442,6808
531,24001,Allegany County,29742,27817,27804
532,27025,Chisago County,29305,29331,30009
533,29181,Ripley County,5363,5263,5518
534,48419,Shelby County,9220,9261,9072
535,17183,Vermilion County,32872,26153,29799
536,48067,Cass County,11846,11764,11606
537,26067,Ionia County,27319,25730,26364
538,26085,Lake County,5292,5287,5328
539,17071,Henderson County,3814,3563,3480
540,39033,Crawford County,21173,19192,18702
541,21101,Henderson County,19861,18614,19692
542,13283,Treutlen County,2954,2738,2700
543,22035,East Carroll Parish,3559,3384,2939
544,49011,Davis County,110902,112568,91822
545,13271,Telfair County,4374,4334,3794
546,51195,Wise County,14138,14937,14991
547,48037,Bowie County,35186,35357,34470
548,48241,Jasper County,12776,13466,13351
549,47075,Haywood County,8121,7567,6824
550,1045,Dale County,19320,18551,18617
551,40123,Pontotoc County,14262,12855,14814
552,22027,Claiborne Parish,6841,6732,6421
553,29041,Chariton County,4214,3821,3962
554,45055,Kershaw County,27985,27026,28875
555,51015,Augusta County,33338,33614,36661
556,6085,Santa Clara County,665589,491687,553336
557,29055,Crawford County,10085,9579,9920
558,39007,Ashtabula County,44874,41781,39809
559,13173,Lanier County,2873,2958,2861
560,13161,Jeff Davis County,5278,5330,5089
561,18033,DeKalb County,17149,16314,16816
562,42081,Lycoming County,49237,46214,50294
563,48225,Houston County,8624,8129,8302
564,38059,Morton County,13264,13510,15547
565,42063,Indiana County,37302,36180,37728
566,39165,Warren County,106216,108008,114254
567,31137,Phelps County,4473,4336,4609
568,42043,Dauphin County,129529,122625,130160
569,20091,Johnson County,283432,268145,279753
570,25001,Barnstable County,132270,132212,132667
571,19073,Greene County,4804,4804,4762
572,6025,Imperial County,38820,27453,20858
573,19065,Fayette County,10259,10309,9813
574,37001,Alamance County,64353,66638,69264
575,18065,Henry County,21319,18996,20075
576,26079,Kalkaska County,8499,8281,8920
577,16077,Power County,2842,2903,2758
578,46029,Codington County,12185,11524,11669
579,46117,Stanley County,1553,1540,1567
580,40115,Ottawa County,11173,9973,10686
581,39097,Madison County,17454,17240,16754
582,45083,Spartanburg County,108328,108327,120793
583,8091,Ouray County,3060,3183,3287
584,37081,Guilford County,241771,251529,252087
585,16075,Payette County,8613,8495,5703
586,17011,Bureau County,17113,16599,16303
587,5049,Fulton County,4676,4522,4744
588,30063,Missoula County,59075,59374,57271
589,1065,Hale County,8214,8628,8010
590,48105,Crockett County,1545,1457,1395
591,13125,Glascock County,1428,1333,1390
592,1099,Monroe County,11252,10680,10185
593,30001,Beaverhead County,4763,4749,4676
594,17163,Saint Clair County,125744,118379,119201
595,29147,Nodaway County,10219,8976,9439
596,5135,Sharp County,7252,7282,7190
597,54009,Brooke County,9855,9224,9540
598,21117,Kenton County,68213,67679,71905
599,48257,Kaufman County,35145,34604,40979
600,16085,Valley County,5296,4919,5349
601,26021,Berrien County,77666,72322,71882
602,36089,Saint Lawrence County,41326,34023,35154
603,37189,Watauga County,28372,28168,28769
604,36117,Wayne County,41045,34127,36598
605,8023,Costilla County,1697,1804,1820
606,17049,Effingham County,16835,16595,17428
607,51059,Fairfax County,516254,440174,542858
608,39001,Adams County,11388,10787,11063
609,17135,Montgomery County,12871,12120,12829
610,36031,Essex County,18595,15577,15079
611,12037,Franklin County,6029,5474,6003
612,39109,Miami County,52807,50281,51467
613,53039,Klickitat County,10164,9861,8132
614,41009,Columbia County,24768,23298,25077
615,1101,Montgomery County,104743,101781,94572
616,29039,Cedar County,6354,6043,6278
617,17097,Lake County,299105,284032,293574
618,5017,Chicot County,5208,4361,4149
619,13107,Emanuel County,8242,8060,7838
620,27093,Meeker County,12545,12167,12198
621,17043,DuPage County,417973,397173,412929
622,26121,Muskegon County,84271,76054,77114
623,36109,Tompkins County,42552,35825,37747
624,21083,Graves County,16155,15493,16582
625,48317,Martin County,1715,1593,1755
626,6053,Monterey County,129783,78522,70861
627,13247,Rockdale County,37706,37879,37589
628,13109,Evans County,3855,3560,3602
629,29097,Jasper County,48025,45213,48179
630,40039,Custer County,10502,9800,10531
631,22001,Acadia Parish,26711,26834,27386
632,42123,Warren County,18517,16462,17624
633,54091,Taylor County,6203,5887,6498
634,48493,Wilson County,16366,17186,19255
635,55051,Iron County,3432,3620,3477
636,37113,Macon County,17238,16750,17336
637,5115,Pope County,22079,20390,21545
638,1131,Wilcox County,6494,6547,6095
639,13137,Habersham County,14808,14600,16128
640,8095,Phillips County,2260,2265,2332
641,42013,Blair County,53102,47631,52029
642,5045,Faulkner County,41179,41322,46364
643,5139,Union County,17179,17160,16338
644,20003,Anderson County,3626,3274,3277
645,30005,Blaine County,2924,2832,2621
646,31093,Howard County,2996,2856,2958
647,55059,Kenosha County,78789,80661,75825
648,48291,Liberty County,21626,22711,24155
649,45037,Edgefield County,11520,11583,11644
650,38053,McKenzie County,2715,3423,4594
651,34035,Somerset County,151078,134932,154249
652,32007,Elko County,15887,15984,18545
653,55045,Green County,18534,19302,18791
654,12051,Hendry County,10879,10185,11106
655,36069,Ontario County,51020,44144,47664
656,20007,Barber County,2462,2282,2209
657,35015,Eddy County,20093,19195,19523
658,16061,Lewis County,1804,1612,1590
659,24045,Wicomico County,41852,38256,38722
660,48187,Guadalupe County,47461,49247,57220
661,51720,Norton City,1512,1486,1456
662,46003,Aurora County,1495,1400,1407
663,8067,La Plata County,27979,28475,30722
664,51710,Norfolk City,88446,77925,75172
665,16035,Clearwater County,3906,3696,3801
666,36045,Jefferson County,38886,32051,34263
667,33005,Cheshire County,42601,41071,41080
668,48481,Wharton County,14418,14087,14707
669,26065,Ingham County,142729,127579,133478
670,19099,Jasper County,19421,19385,18776
671,6033,Lake County,25542,16274,13045
672,22125,West Feliciana Parish,5620,5777,5798
673,38051,McIntosh County,1532,1510,1423
674,55041,Forest County,4683,4643,4507
675,53055,San Juan County,10531,10345,10059
676,27007,Beltrami County,22236,21949,21316
677,51053,Dinwiddie County,12892,13339,13533
678,38063,Nelson County,1752,1668,1694
679,20065,Graham County,1423,1319,1265
680,36043,Herkimer County,27184,23290,24261
681,13113,Fayette County,59321,58473,60387
682,23007,Franklin County,17178,16112,16382
683,38037,Grant County,1329,1383,1361
684,40017,Canadian County,47854,46148,55250
685,13061,Clay County,1440,1402,1271
686,51770,Roanoke City,40772,37479,41728
687,13201,Miller County,2738,2770,2540
688,48163,Frio County,4062,3968,2683
689,17175,Stark County,2907,2661,2707
690,48269,King County,163,145,159
691,30111,Yellowstone County,70416,68561,64675
692,31119,Madison County,14045,13512,13956
693,44009,Washington County,168633,60933,64160
694,31133,Pawnee County,1384,1330,1314
